alg,sol,val,submodular_val,cost,runtime,lazy_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k
unconstrained_distorted_greedy,"{4482, 3985, 4258, 2729, 2476, 2861, 1710, 2227, 2228, 1975, 55, 3130, 3391, 74, 3668, 853, 3541, 340, 732, 4075, 2412, 4469, 1782, 1401, 3323}",18288,20800,2512,0.34839704004116356,,,0.3,800,5,40,5,50,8,
stochastic_distorted_greedy,"{2560, 4482, 387, 3985, 4241, 4258, 2729, 2476, 2861, 1710, 1201, 2227, 2228, 1975, 55, 3391, 1473, 336, 4177, 2643, 3668, 3541, 340, 981, 4438, 732, 1758, 4075, 2412, 4469, 1782, 1401, 3323}",24083,28000,3917,0.9375639939680696,,0.01,0.3,800,5,40,5,50,8,
distorted_greedy,"{3459, 1178, 2458, 1052, 2463, 543, 1447, 4136, 1450, 4396, 1327, 1980, 1598, 324, 1095, 586, 2894, 981, 4438, 2664, 1641, 3304, 3313, 753, 1522, 3956, 1397, 2037, 887, 2809, 1919}",29380,32800,3420,233.68689636001363,,,0.4,800,5,40,5,50,8,
cost_scaled_greedy,"{3459, 1944, 1178, 2458, 2463, 543, 1447, 4136, 1450, 4396, 1327, 1980, 324, 1095, 586, 981, 1752, 2664, 1641, 3304, 3313, 3956, 2037, 887, 2809}",27465,29600,2135,196.69997434900142,,,0.4,800,5,40,5,50,8,
cost_scaled_lazy_exact_greedy,"{3459, 324, 1095, 586, 981, 1944, 1752, 1178, 2458, 2463, 543, 1447, 4136, 2664, 1450, 1641, 4396, 3304, 1327, 3313, 3956, 2037, 887, 2809, 1980}",27465,29600,2135,0.027886950003448874,,,0.4,800,5,40,5,50,8,
unconstrained_linear,"{4, 6, 137, 266, 1417, 22, 278, 154, 1050, 1178, 1566, 543, 1055, 1314, 1447, 41, 300, 45, 686, 55, 318, 1470, 324, 69, 1095, 1096, 586, 334, 1618, 723, 217, 222, 236, 122, 764}",25554,30400,4846,0.10934970498783514,,,0.4,800,5,40,5,50,8,
unconstrained_distorted_greedy,"{3459, 2838, 2458, 1178, 924, 1052, 2463, 1447, 3368, 4396, 2861, 1464, 1980, 4030, 1470, 1598, 2499, 324, 1095, 3912, 4425, 4173, 2894, 2770, 723, 981, 2519, 3810, 486, 3304, 1641, 236, 2545, 3186, 3956, 628, 2809}",27360,31200,3840,0.674842856999021,,,0.4,800,5,40,5,50,8,
stochastic_distorted_greedy,"{3459, 2838, 2458, 1178, 924, 1052, 2463, 543, 1447, 3368, 4396, 2861, 1464, 1980, 1470, 4030, 1598, 2499, 324, 1095, 3912, 4425, 4173, 2894, 2770, 723, 981, 2519, 3810, 486, 3304, 1641, 236, 2545, 3186, 3956, 628, 2809}",28110,32000,3890,1.3026369280414656,,0.01,0.4,800,5,40,5,50,8,
distorted_greedy,"{1283, 1544, 2953, 780, 1040, 144, 4251, 3227, 2479, 692, 56, 569, 4411, 3900, 703, 1473, 962, 195, 1736, 3149, 2894, 981, 85, 2138, 3419, 3041, 356, 3564, 1132, 1909, 2809}",32385,36000,3615,370.53815168800065,,,0.5,800,5,40,5,50,8,
cost_scaled_greedy,"{1283, 1544, 2953, 1040, 144, 4251, 2479, 692, 56, 569, 4411, 3900, 703, 1473, 962, 195, 1736, 3149, 981, 85, 2138, 3419, 3041, 356, 3564, 1132, 1909, 2809}",31735,33600,1865,371.494685431011,,,0.5,800,5,40,5,50,8,
cost_scaled_lazy_exact_greedy,"{1473, 962, 1283, 195, 1544, 2953, 1736, 3149, 1040, 144, 981, 85, 2138, 4251, 3419, 3041, 356, 3564, 1132, 2479, 692, 1909, 2809, 56, 569, 4411, 3900, 703}",31735,33600,1865,0.059509117039851844,,,0.5,800,5,40,5,50,8,
unconstrained_linear,"{129, 513, 131, 4, 387, 6, 1146, 149, 23, 32, 36, 169, 45, 173, 176, 179, 692, 2229, 55, 56, 1592, 315, 60, 703, 831, 962, 195, 2116, 209, 84, 85, 97, 225, 102, 490, 107, 118, 122}",27695,32000,4305,0.1835599130135961,,,0.5,800,5,40,5,50,8,
unconstrained_distorted_greedy,"{1152, 1408, 387, 2060, 780, 527, 1040, 149, 409, 4251, 423, 3113, 1451, 3629, 2862, 4530, 2740, 3381, 56, 3003, 3900, 1980, 2748, 962, 1604, 2246, 1736, 336, 2006, 2906, 732, 993, 3041, 2541, 246, 3836, 2174}",27147,31200,4053,0.8028312180540524,,,0.5,800,5,40,5,50,8,
stochastic_distorted_greedy,"{1152, 1408, 387, 2060, 780, 527, 1040, 149, 409, 4251, 3227, 423, 3113, 1451, 2862, 2740, 3381, 56, 3900, 1980, 2748, 3006, 703, 962, 1604, 2246, 1736, 2894, 336, 85, 2006, 2906, 3419, 2654, 993, 3041, 486, 2541, 1909, 246, 2809, 3836, 2174}",30677,36000,5323,1.8905593079980463,,0.01,0.5,800,5,40,5,50,8,
distorted_greedy,"{2564, 4396, 3216, 4432, 628}",4240,5600,1360,0.015046157001052052,,,0.005,800,5,40,5,50,9,
cost_scaled_greedy,"{3216, 628, 2564, 4396}",3640,4000,360,0.013591725029982626,,,0.005,800,5,40,5,50,9,
cost_scaled_lazy_exact_greedy,"{3216, 628, 2564, 4396}",3640,4000,360,0.0005187919596210122,,,0.005,800,5,40,5,50,9,
unconstrained_linear,"{3, 5, 6, 7, 12, 14}",6305,7200,895,0.0006755070062354207,,,0.005,800,5,40,5,50,9,
unconstrained_distorted_greedy,"{3216, 628, 4432, 4396}",3690,4800,1110,0.0017181960283778608,,,0.005,800,5,40,5,50,9,
stochastic_distorted_greedy,"{2564, 4396, 3216, 4432, 628}",4240,5600,1360,0.004846823983825743,,0.01,0.005,800,5,40,5,50,9,
distorted_greedy,"{258, 3075, 4231, 2186, 4369, 3616, 3617, 301, 2228, 1204, 823, 4280, 3774, 1473, 3149, 4563, 2519, 2775, 88, 4058, 215, 989, 2158, 3963}",22880,24800,1920,14.751464660046622,,,0.1,800,5,40,5,50,9,
cost_scaled_greedy,"{258, 3075, 4231, 2186, 4369, 4380, 3616, 3617, 301, 2228, 1204, 823, 4280, 3774, 1473, 3149, 4563, 2519, 215, 88, 4058, 989, 2158, 3963}",22930,24800,1870,12.75837448699167,,,0.1,800,5,40,5,50,9,
cost_scaled_lazy_exact_greedy,"{1473, 258, 4231, 2186, 3149, 4369, 4563, 2519, 2775, 88, 4058, 215, 1115, 989, 3616, 3617, 301, 2158, 3055, 1204, 2228, 823, 3963, 3774}",22880,24800,1920,0.008468724030535668,,,0.1,800,5,40,5,50,9,
unconstrained_linear,"{32, 289, 130, 67, 36, 131, 6, 38, 39, 301, 273, 21, 85, 55, 86, 149, 26, 182, 92, 374}",19670,22400,2730,0.019159084011334926,,,0.1,800,5,40,5,50,9,
unconstrained_distorted_greedy,"{258, 1667, 2186, 1174, 2971, 4380, 3356, 3616, 4513, 1455, 4528, 2228, 821, 2613, 1204, 4540, 1473, 3149, 2519, 4058, 1115, 989, 1517, 2158, 3963, 1532}",19875,21600,1725,0.06914010201580822,,,0.1,800,5,40,5,50,9,
stochastic_distorted_greedy,"{258, 1667, 2186, 1174, 4380, 3356, 2333, 3616, 4513, 301, 1455, 4528, 2228, 821, 2613, 1204, 3774, 1473, 3149, 4563, 2519, 3546, 1115, 4058, 989, 1517, 2158, 3963, 1532}",22470,24800,2330,0.24056252103764564,,0.01,0.1,800,5,40,5,50,9,
distorted_greedy,"{3713, 258, 4231, 3336, 2186, 780, 3857, 4113, 2580, 2168, 2477, 1455, 1204, 56, 4031, 3269, 3791, 977, 1750, 2269, 2919, 748, 3311, 2296, 761}",28370,30400,2030,55.76317485800246,,,0.2,800,5,40,5,50,9,
cost_scaled_greedy,"{3713, 258, 4231, 3336, 2186, 3857, 4113, 2580, 2168, 2477, 1455, 1204, 56, 4031, 3269, 3791, 977, 1750, 2919, 748, 3311, 2296, 761}",27770,28800,1030,51.055181972973514,,,0.2,800,5,40,5,50,9,
cost_scaled_lazy_exact_greedy,"{3713, 258, 3269, 4231, 3336, 2186, 3791, 3857, 4113, 977, 2580, 1750, 56, 2296, 2919, 748, 2477, 1455, 3311, 1204, 2168, 761, 4031}",27770,28800,1030,0.02025356696685776,,,0.2,800,5,40,5,50,9,
unconstrained_linear,"{4, 5, 650, 13, 526, 27, 28, 31, 34, 162, 36, 298, 46, 304, 306, 435, 55, 56, 571, 194, 708, 584, 201, 465, 85, 218, 92, 761, 509}",20565,23200,2635,0.055368269968312234,,,0.2,800,5,40,5,50,9,
unconstrained_distorted_greedy,"{4486, 3336, 2186, 780, 1295, 4113, 3857, 2580, 1557, 2168, 3876, 805, 1066, 2477, 1455, 3248, 56, 1337, 1467, 4031, 194, 1867, 977, 2269, 2919, 748, 4461, 2030, 3311, 3570, 1780, 2296, 761}",26195,29600,3405,0.17258720099925995,,,0.2,800,5,40,5,50,9,
stochastic_distorted_greedy,"{3713, 4486, 2186, 780, 4113, 3857, 2580, 1557, 2168, 3876, 805, 2477, 1455, 3248, 56, 1337, 1467, 4031, 1867, 977, 2919, 748, 4461, 2030, 3311, 3570, 1780, 2296, 761}",26265,28800,2535,0.4938998160068877,,0.01,0.2,800,5,40,5,50,9,
distorted_greedy,"{2179, 4486, 1800, 9, 1679, 786, 3986, 1042, 1172, 2327, 4251, 3873, 3874, 4136, 4396, 4544, 3268, 709, 4555, 2639, 479, 874, 1644, 3311, 879, 2804, 372, 2557}",25722,28800,3078,140.86972486396553,,,0.3,800,5,40,5,50,9,
cost_scaled_greedy,"{2179, 4486, 1800, 9, 1679, 786, 3986, 1042, 1172, 2327, 4251, 3873, 3874, 4136, 4396, 4544, 3268, 709, 4555, 2639, 479, 1644, 3311, 879, 2804, 372}",25122,27200,2078,117.09301031799987,,,0.3,800,5,40,5,50,9,
cost_scaled_lazy_exact_greedy,"{4544, 2179, 3268, 709, 4486, 1800, 9, 4555, 1679, 2639, 786, 3986, 1042, 1172, 2327, 4251, 479, 3873, 3874, 4136, 4396, 1644, 3311, 879, 2804, 372}",25122,27200,2078,0.026202519016806036,,,0.3,800,5,40,5,50,9,
unconstrained_linear,"{0, 258, 4, 7, 136, 9, 144, 786, 1042, 21, 294, 424, 55, 190, 333, 336, 723, 729, 479, 227, 879, 115, 372, 118, 122, 507}",20816,23200,2384,0.10620773496339098,,,0.3,800,5,40,5,50,9,
unconstrained_distorted_greedy,"{258, 2179, 4486, 1800, 2319, 1295, 1679, 3986, 1042, 277, 3351, 4251, 3874, 4136, 4544, 1857, 3149, 2639, 598, 4058, 730, 479, 3950, 879, 3311, 1777, 372, 502}",20006,23200,3194,0.3651970290229656,,,0.3,800,5,40,5,50,9,
stochastic_distorted_greedy,"{258, 2179, 4486, 1800, 1295, 2319, 1679, 3986, 1042, 277, 3351, 2327, 4251, 3356, 3873, 3874, 4136, 3242, 4544, 3149, 2639, 1999, 4058, 479, 3946, 874, 1644, 3950, 879, 3311, 1777, 372, 502}",23581,28000,4419,0.9584920420311391,,0.01,0.3,800,5,40,5,50,9,
distorted_greedy,"{1800, 3464, 3336, 786, 3603, 21, 411, 289, 301, 4270, 1585, 3255, 3771, 3132, 4285, 4027, 3906, 3269, 584, 3149, 2510, 3663, 3159, 216, 3812, 1641, 874, 1644, 3820, 2928, 2162, 4475, 1791}",30590,34400,3810,265.45514851395274,,,0.4,800,5,40,5,50,9,
cost_scaled_greedy,"{1800, 3464, 3336, 786, 3603, 21, 411, 289, 301, 1585, 3255, 3771, 3132, 4285, 4027, 3906, 3269, 584, 3149, 2510, 3159, 216, 3812, 1641, 1644, 3820, 2928, 2162, 4475, 1791}",29845,32000,2155,250.25826412905008,,,0.4,800,5,40,5,50,9,
cost_scaled_lazy_exact_greedy,"{3906, 3269, 1800, 3464, 3336, 584, 3149, 2510, 786, 3603, 21, 3159, 216, 411, 289, 3812, 4027, 1641, 1644, 301, 3820, 2928, 1585, 2162, 4475, 3255, 3771, 3132, 4285, 1791}",29845,32000,2155,0.037278071977198124,,,0.4,800,5,40,5,50,9,
unconstrained_linear,"{1409, 6, 135, 1800, 144, 786, 21, 22, 409, 26, 411, 414, 31, 1439, 289, 1185, 36, 424, 45, 301, 816, 55, 695, 317, 85, 216, 88, 92, 95, 1375, 355, 106, 1644, 628, 251, 636, 893}",26285,29600,3315,0.12477728497469798,,,0.4,800,5,40,5,50,9,
unconstrained_distorted_greedy,"{2436, 3845, 1800, 3336, 786, 3603, 4124, 289, 680, 2604, 301, 4270, 1838, 1585, 3771, 4290, 3269, 2891, 3149, 3022, 2510, 2519, 3159, 1246, 2913, 866, 1641, 106, 874, 893, 894}",23355,28800,5445,0.44903534097829834,,,0.4,800,5,40,5,50,9,
stochastic_distorted_greedy,"{1155, 2436, 3845, 1800, 3336, 786, 3603, 4124, 289, 680, 301, 4270, 1838, 1585, 3255, 3771, 4027, 4290, 3906, 3269, 2891, 3149, 3022, 2510, 3663, 2519, 3159, 216, 1246, 866, 3812, 1641, 106, 2928, 4475, 893, 1663}",28185,33600,5415,1.4919472010224126,,0.01,0.4,800,5,40,5,50,9,
distorted_greedy,"{135, 9, 4234, 3606, 2327, 3995, 4508, 3753, 431, 950, 1079, 1471, 3269, 1095, 2120, 3041, 1006, 1647, 2415, 3566, 1904, 1902, 508, 3967}",28105,29600,1495,323.43553947401233,,,0.5,800,5,40,5,50,9,
cost_scaled_greedy,"{135, 9, 4234, 3606, 2327, 3995, 4508, 3753, 431, 950, 1079, 1471, 3269, 1095, 2120, 3041, 1006, 1647, 2415, 3566, 1904, 1902, 508, 3967}",28105,29600,1495,297.42930457397597,,,0.5,800,5,40,5,50,9,
cost_scaled_lazy_exact_greedy,"{3269, 135, 1095, 9, 4234, 2120, 3606, 2327, 3967, 3995, 4508, 3041, 3753, 1006, 431, 1647, 2415, 3566, 1904, 1902, 950, 1079, 508, 1471}",28105,29600,1495,0.05987400602316484,,,0.5,800,5,40,5,50,9,
unconstrained_linear,"{1, 897, 1409, 4, 6, 135, 9, 266, 12, 13, 14, 142, 1676, 151, 161, 34, 298, 1581, 46, 47, 431, 1073, 566, 1079, 455, 2120, 843, 92, 356, 1636, 104, 495, 1904, 508, 125}",27220,30400,3180,0.12496308301342651,,,0.5,800,5,40,5,50,9,
unconstrained_distorted_greedy,"{4481, 2817, 2563, 135, 9, 4234, 3732, 3743, 1313, 294, 1448, 4527, 3248, 431, 308, 1079, 4414, 3911, 2510, 3282, 3159, 2265, 2649, 3041, 3557, 104, 3566, 1018, 2174, 3967}",23735,28000,4265,0.7109358920133673,,,0.5,800,5,40,5,50,9,
stochastic_distorted_greedy,"{4481, 2817, 2563, 135, 9, 4234, 2194, 3732, 790, 3743, 2979, 1448, 4527, 3248, 431, 308, 1079, 4414, 1471, 3911, 2120, 2510, 3282, 3159, 2265, 3041, 3557, 104, 3566, 1902, 1904, 2174, 3967}",25980,29600,3620,1.4581984569667839,,0.01,0.5,800,5,40,5,50,9,
distorted_greedy,"{2064, 97, 201, 766}",5275,5600,325,0.013597493001725525,,,0.005,800,5,40,5,50,10,
cost_scaled_greedy,"{2064, 97, 201, 766}",5275,5600,325,0.010934518009889871,,,0.005,800,5,40,5,50,10,
cost_scaled_lazy_exact_greedy,"{2064, 97, 201, 766}",5275,5600,325,0.0005186229827813804,,,0.005,800,5,40,5,50,10,
unconstrained_linear,"{5, 6, 7, 14, 16}",4854,5600,746,0.000534021994099021,,,0.005,800,5,40,5,50,10,
unconstrained_distorted_greedy,{97},2950,3200,250,0.0012520560412667692,,,0.005,800,5,40,5,50,10,
stochastic_distorted_greedy,"{2064, 97, 201, 766}",5275,5600,325,0.003509866015519947,,0.01,0.005,800,5,40,5,50,10,
distorted_greedy,"{929, 1858, 4354, 3684, 3139, 2598, 2184, 1064, 3146, 1327, 756, 2101, 1144, 1531, 924, 253}",18090,20000,1910,10.278059419011697,,,0.1,800,5,40,5,50,10,
cost_scaled_greedy,"{929, 1858, 4354, 3684, 2598, 2184, 1064, 3146, 1327, 756, 2101, 1144, 1531, 924, 253}",17790,19200,1410,8.628771650022827,,,0.1,800,5,40,5,50,10,
cost_scaled_lazy_exact_greedy,"{929, 1858, 4354, 3684, 2598, 2184, 1064, 3146, 1327, 756, 2101, 1144, 1531, 924, 253}",17790,19200,1410,0.007877076976001263,,,0.1,800,5,40,5,50,10,
unconstrained_linear,"{0, 161, 98, 130, 193, 357, 6, 102, 104, 9, 41, 174, 335, 273, 86, 55, 122, 253, 415}",16915,19200,2285,0.014448942034505308,,,0.1,800,5,40,5,50,10,
unconstrained_distorted_greedy,"{2048, 4354, 900, 2184, 924, 175, 1077, 3775, 449, 1858, 3139, 3525, 1094, 454, 3146, 719, 4437, 4321, 1144, 1531, 253, 2303}",15495,18400,2905,0.049538360035512596,,,0.1,800,5,40,5,50,10,
stochastic_distorted_greedy,"{2048, 4354, 900, 2184, 924, 4254, 175, 1077, 311, 3775, 1858, 3139, 3525, 1094, 454, 3146, 719, 4437, 4321, 3684, 2919, 1144, 1531, 253}",16995,20000,3005,0.1746285849949345,,0.01,0.1,800,5,40,5,50,10,
distorted_greedy,"{2064, 2324, 3607, 544, 1314, 1064, 566, 1082, 1853, 4544, 708, 201, 4052, 4321, 228, 2280, 2411, 3311, 2804, 1143, 4216}",19730,20800,1070,46.56875258899527,,,0.2,800,5,40,5,50,10,
cost_scaled_greedy,"{2064, 2324, 3607, 544, 1314, 1064, 566, 1082, 1853, 4544, 708, 201, 4052, 4321, 228, 2280, 2411, 3311, 2804, 1143, 4216}",19730,20800,1070,44.867002109007444,,,0.2,800,5,40,5,50,10,
cost_scaled_lazy_exact_greedy,"{4544, 708, 201, 2064, 2324, 4052, 3607, 544, 1314, 228, 1064, 2280, 1323, 2411, 3311, 2804, 566, 1143, 4216, 1082, 1853}",19730,20800,1070,0.012647708994336426,,,0.2,800,5,40,5,50,10,
unconstrained_linear,"{6, 776, 142, 21, 411, 29, 414, 31, 34, 816, 435, 566, 55, 317, 195, 708, 581, 582, 328, 73, 201, 329, 88, 487, 105, 754, 122}",21585,24800,3215,0.03997879195958376,,,0.2,800,5,40,5,50,10,
unconstrained_distorted_greedy,"{1174, 3607, 1314, 1444, 1323, 3629, 2224, 2229, 1082, 1978, 1853, 3912, 3785, 73, 2635, 201, 2256, 3281, 850, 2142, 2280, 2411, 4079}",15765,18400,2635,0.14159454498440027,,,0.2,800,5,40,5,50,10,
stochastic_distorted_greedy,"{2324, 1174, 3607, 1314, 1444, 1323, 3629, 2224, 3380, 2229, 566, 1082, 1978, 1853, 708, 3912, 3785, 73, 2635, 201, 2256, 3281, 850, 2280, 2411, 4079}",18480,20800,2320,0.44065576599678025,,0.01,0.2,800,5,40,5,50,10,
distorted_greedy,"{4362, 1430, 2077, 4255, 544, 3617, 2598, 4392, 4525, 2865, 695, 825, 4293, 2641, 2900, 3173, 998, 2280, 1132, 3311, 245, 1531}",21090,24000,2910,105.40460380201694,,,0.3,800,5,40,5,50,10,
cost_scaled_greedy,"{544, 3617, 3173, 2598, 998, 2280, 4392, 4362, 1132, 4525, 3311, 2865, 2641, 2900, 1430, 695, 825, 1531, 2077}",20140,21600,1460,92.26985460903961,,,0.3,800,5,40,5,50,10,
cost_scaled_lazy_exact_greedy,"{4362, 2641, 2900, 1430, 2077, 544, 3617, 3173, 2598, 998, 2280, 4392, 1132, 4525, 3311, 2865, 695, 825, 1531}",20140,21600,1460,0.01740190602140501,,,0.3,800,5,40,5,50,10,
unconstrained_linear,"{896, 388, 517, 6, 9, 11, 17, 22, 23, 32, 544, 48, 176, 695, 55, 824, 825, 571, 962, 584, 329, 1098, 729, 989, 1245, 998, 105, 882, 1012, 126}",21805,26400,4595,0.05719958804547787,,,0.3,800,5,40,5,50,10,
unconstrained_distorted_greedy,"{3331, 9, 3215, 3600, 1430, 1913, 2971, 1692, 4255, 544, 4392, 2089, 4529, 695, 1341, 2499, 1348, 710, 2256, 3281, 2641, 85, 1627, 3173, 1132, 245, 761}",19325,22400,3075,0.3467341450159438,,,0.3,800,5,40,5,50,10,
stochastic_distorted_greedy,"{3331, 9, 3215, 3600, 1430, 1913, 2971, 1692, 4255, 544, 4392, 2089, 4529, 695, 825, 1341, 2499, 1348, 4293, 710, 2256, 3281, 2641, 85, 1627, 3173, 1132, 245, 761}",20390,24000,3610,0.9416568200103939,,0.01,0.3,800,5,40,5,50,10,
distorted_greedy,"{1931, 1428, 24, 2716, 544, 3108, 1829, 2861, 2357, 311, 2362, 2107, 1082, 1739, 2380, 977, 1234, 3154, 3415, 220, 3679, 352, 2280, 3688, 4077, 1010, 1653, 2806, 2553}",30716,32800,2084,233.755956908979,,,0.4,800,5,40,5,50,10,
cost_scaled_greedy,"{1931, 1428, 24, 2716, 544, 3108, 1829, 2861, 2357, 311, 2362, 2107, 1082, 1739, 2380, 977, 1234, 3154, 3415, 220, 3679, 2280, 3688, 4077, 1010, 1653, 2806, 2553}",30416,32000,1584,215.20766834699316,,,0.4,800,5,40,5,50,10,
cost_scaled_lazy_exact_greedy,"{1082, 1931, 1739, 2380, 977, 1234, 3154, 1428, 3415, 24, 2716, 220, 3679, 544, 3108, 1829, 2280, 3688, 2861, 4077, 1010, 2357, 1653, 311, 2806, 2553, 2362, 2107}",30416,32000,1584,0.03977493895217776,,,0.4,800,5,40,5,50,10,
unconstrained_linear,"{4, 6, 135, 266, 141, 14, 142, 1428, 21, 24, 154, 415, 288, 33, 544, 40, 43, 176, 182, 823, 1082, 710, 329, 1611, 977, 1234, 729, 220, 93, 864, 98, 236, 110, 1779, 1012, 1653, 636, 126}",27216,31200,3984,0.1199235719977878,,,0.4,800,5,40,5,50,10,
unconstrained_distorted_greedy,"{1931, 274, 1303, 4376, 32, 544, 3108, 3624, 2729, 4396, 1836, 832, 3140, 3269, 1739, 2380, 589, 719, 2256, 1234, 1235, 3415, 1371, 1246, 352, 3176, 3688, 4077, 1012, 1402, 2429}",24515,28000,3485,0.49757061898708344,,,0.4,800,5,40,5,50,10,
stochastic_distorted_greedy,"{1931, 274, 1428, 1303, 32, 544, 3108, 3624, 2729, 4396, 1836, 832, 3140, 3269, 2244, 1739, 2380, 589, 719, 2256, 1234, 1235, 3154, 3415, 1371, 220, 1246, 3679, 352, 1510, 3176, 3688, 4077, 1012, 1653, 1402, 2429}",28956,32800,3844,1.2982908620033413,,0.01,0.4,800,5,40,5,50,10,
distorted_greedy,"{3331, 13, 3598, 1040, 2843, 4382, 3617, 3878, 1707, 1327, 946, 3380, 4532, 2362, 4417, 1858, 455, 3791, 2900, 981, 854, 1753, 1122, 1382, 3433, 3818, 2156, 2163, 1910}",32880,34400,1520,364.72993953496916,,,0.5,800,5,40,5,50,10,
cost_scaled_greedy,"{3331, 13, 3598, 1040, 2843, 4382, 3617, 3878, 1707, 1327, 946, 3380, 4532, 2362, 4417, 1858, 455, 3791, 2900, 981, 854, 1753, 1122, 1382, 3433, 3818, 2156, 2163, 1910}",32880,34400,1520,332.922989187995,,,0.5,800,5,40,5,50,10,
cost_scaled_lazy_exact_greedy,"{4417, 1858, 3331, 455, 13, 3598, 3791, 1040, 2900, 981, 854, 1753, 2843, 4382, 3617, 1122, 3878, 1382, 3433, 3818, 1707, 2156, 1327, 946, 2163, 3380, 4532, 1910, 2362}",32880,34400,1520,0.04606058995705098,,,0.5,800,5,40,5,50,10,
unconstrained_linear,"{130, 131, 4, 5, 6, 387, 520, 137, 900, 11, 13, 14, 273, 414, 31, 1441, 39, 424, 1063, 301, 1197, 434, 179, 436, 692, 55, 445, 1858, 1348, 710, 455, 201, 465, 721, 981, 86, 1753, 220, 104, 2156, 495, 372, 884, 764}",30662,35200,4538,0.14678254997124895,,,0.5,800,5,40,5,50,10,
unconstrained_distorted_greedy,"{1409, 4355, 3331, 520, 1548, 1683, 1428, 2326, 4252, 3998, 2979, 680, 3113, 1707, 48, 3122, 436, 2229, 3380, 2359, 3512, 4026, 3390, 4417, 1858, 3914, 3660, 592, 3668, 2900, 220, 495, 2417, 2291, 1913}",26206,30400,4194,0.6276302440091968,,,0.5,800,5,40,5,50,10,
stochastic_distorted_greedy,"{1409, 4355, 3331, 520, 1548, 1683, 1428, 2326, 1314, 2979, 3878, 680, 3113, 1707, 3122, 436, 2229, 3380, 2359, 3512, 4532, 4026, 3390, 3775, 4417, 1858, 3660, 3668, 2900, 981, 1753, 986, 4321, 3433, 2156, 495, 2417, 2291, 1913}",30820,34400,3580,1.5314937030198053,,0.01,0.5,800,5,40,5,50,10,
